"order_id","order_date","product_id","store_id","customer_id","quantity","unit_price","discount","revenue","cost","profit"
"0RD00000898","2023-07-31","P0041","S090","C023259",3,13.46,0.0,40.38,22.09,18.29
"0RD00000899","2024-12-16","P0016","S036","C017635",2,11.54,0.1,20.77,13.48,7.3
"0RD00000900","2023-09-16","P0042","S021","C028888",1,7.93,0.2,6.34,3.52,2.83
"0RD00000901","2024-10-06","P0121","S095","C044671",4,5.94,0.2,19.01,11.65,7.36
"0RD00000902","2024-11-01","P0034","S072","C035628",4,13.16,0.0,52.64,35.78,16.86
"0RD00000903","2023-01-20","P0196","S088","C038000",4,5.71,0.0,22.84,14.29,8.55
"0RD00000904","2024-06-07","P0168","S011","C031873",3,14.92,0.0,44.76,22.57,22.19
"0RD00000905","2023-06-25","P0011","S058","C021130",4,11.75,0.0,47.0,29.78,17.22
"0RD00000906","2023-07-09","P0103","S060","C016360",1,11.54,0.1,10.39,7.08,3.3
"0RD00000907","2023-01-25","P0162","S090","C029119",4,14.12,0.2,45.18,27.97,17.21
"0RD00000908","2024-09-12","P0159","S068","C011626",2,3.16,0.0,6.32,4.23,2.09
"0RD00000909","2023-06-27","P0147","S020","C022458",1,7.71,0.2,6.17,4.1,2.06
"0RD00000910","2023-06-19","P0143","S081","C020341",2,11.9,0.0,23.8,13.78,10.02
"0RD00000911","2024-07-14","P0071","S055","C017299",3,7.32,0.15,18.67,9.95,8.72
"0RD00000912","2024-03-18","P0071","S043","C042899",5,10.04,0.1,45.18,22.84,22.34
"0RD00000913","2024-10-07","P0169","S001","C031058",4,5.42,0.0,21.68,13.14,8.54
"0RD00000914","2024-07-18","P0069","S100","C009869",5,6.85,0.0,34.25,19.45,14.8
"0RD00000915","2023-03-06","P0105","S038","C017641",1,10.4,0.2,8.32,5.34,2.98
"0RD00000916","2023-03-05","P0037","S083","C007997",3,6.88,0.0,20.64,10.6,10.04
"0RD00000917","2024-05-22","P0041","S029","C026255",3,7.19,0.0,21.57,12.85,8.72
"0RD00000918","2023-10-14","P0136","S024","C024175",1,10.08,0.0,10.08,6.7,3.38
"0RD00000919","2023-04-15","P0198","S003","C046849",5,10.94,0.0,54.7,37.28,17.42
"0RD00000920","2023-11-04","P0033","S100","C004464",1,5.05,0.0,5.05,3.38,1.67
"0RD00000921","2023-05-08","P0109","S009","C015363",4,3.67,0.0,14.68,8.55,6.13
"0RD00000922","2023-08-31","P0182","S036","C007704",3,3.19,0.0,9.57,5.64,3.93
"0RD00000923","2023-08-20","P0005","S029","C039736",4,14.84,0.0,59.36,40.1,19.26
"0RD00000924","2023-09-18","P0147","S015","C047883",3,14.68,0.2,35.23,19.17,16.06
"0RD00000925","2024-05-26","P0048","S022","C035835",2,7.66,0.0,15.32,9.45,5.87
"0RD00000926","2024-08-10","P0056","S093","C049704",4,7.54,0.0,30.16,19.77,10.39
"0RD00000927","2024-03-31","P0154","S064","C005018",4,6.14,0.0,24.56,16.14,8.42
"0RD00000928","2024-04-27","P0012","S087","C007328",5,4.66,0.0,23.3,13.62,9.68
"0RD00000929","2024-08-11","P0058","S020","C011511",1,9.96,0.0,9.96,6.97,2.99
"0RD00000930","2023-06-24","P0080","S033","C040635",5,5.05,0.0,25.25,14.28,10.97
"0RD00000931","2023-04-29","P0046","S047","C002678",1,11.71,0.1,10.54,5.3,5.24
"0RD00000932","2023-08-07","P0170","S064","C012533",3,7.3,0.0,21.9,12.97,8.93
"0RD00000933","2024-06-25","P0008","S069","C021364",3,6.73,0.15,17.16,8.93,8.24
"0RD00000934","2023-05-19","P0019","S098","C009755",4,6.14,0.0,24.56,14.93,9.63
"0RD00000935","2023-04-27","P0162","S093","C042014",3,6.72,0.0,20.16,13.47,6.69
"0RD00000936","2023-08-10","P0073","S027","C034190",5,7.71,0.0,38.55,24.07,14.48
"0RD00000937","2024-10-20","P0190","S048","C032227",5,14.98,0.0,74.9,42.29,32.61
"0RD00000938","2023-11-18","P0060","S007","C032787",3,9.81,0.0,29.43,18.12,11.31
"0RD00000939","2024-06-24","P0187","S043","C033660",3,13.84,0.2,33.22,21.85,11.36
"0RD00000940","2023-04-16","P0125","S042","C000719",3,12.09,0.0,36.27,23.95,12.32
"0RD00000941","2023-07-10","P0089","S013","C041676",3,3.6,0.0,10.8,6.31,4.49
"0RD00000942","2023-02-16","P0159","S054","C011303",4,13.42,0.0,53.68,30.09,23.59
"0RD00000943","2024-12-25","P0032","S001","C029703",2,6.02,0.0,12.04,6.18,5.86
"0RD00000944","2023-08-04","P0083","S055","C010634",2,8.58,0.15,14.59,7.8,6.78
"0RD00000945","2023-05-21","P0106","S014","C007050",5,9.61,0.0,48.05,32.47,15.58
"0RD00000946","2024-04-14","P0165","S075","C023940",1,3.93,0.0,3.93,2.71,1.22
"0RD00000947","2024-09-28","P0112","S073","C016324",5,7.44,0.0,37.2,25.17,12.03
"0RD00000948","2023-04-04","P0130","S022","C006391",5,6.84,0.0,34.2,19.32,14.88
"0RD00000949","2024-04-03","P0051","S099","C036647",1,12.76,0.0,12.76,8.7,4.06
"0RD00000950","2023-04-08","P0052","S021","C030191",3,7.8,0.0,23.4,14.21,9.19
"0RD00000951","2024-12-12","P0167","S082","C044200",3,8.12,0.1,21.92,15.17,6.75
"0RD00000952","2023-01-19","P0133","S041","C010683",2,10.61,0.0,21.22,13.94,7.28
"0RD00000953","2023-02-15","P0195","S017","C020204",3,13.62,0.0,40.86,21.15,19.71
"0RD00000954","2023-09-24","P0139","S090","C042987",4,11.2,0.0,44.8,26.67,18.13
"0RD00000955","2023-05-02","P0182","S096","C036464",4,10.58,0.15,35.97,20.82,15.15
"0RD00000956","2024-06-03","P0151","S019","C005971",3,6.26,0.0,18.78,11.85,6.93
"0RD00000957","2023-04-29","P0066","S022","C005405",2,8.87,0.1,15.97,10.92,5.05
"0RD00000958","2024-05-22","P0053","S085","C001979",2,12.03,0.2,19.25,9.91,9.34
"0RD00000959","2023-11-14","P0140","S058","C008640",3,5.22,0.0,15.66,9.63,6.03
"0RD00000960","2023-07-30","P0194","S002","C041833",1,14.75,0.0,14.75,9.21,5.54
"0RD00000961","2024-01-16","P0159","S017","C024787",3,6.15,0.0,18.45,11.55,6.9
"0RD00000962","2024-02-09","P0034","S014","C029099",3,9.96,0.1,26.89,18.48,8.42
"0RD00000963","2024-02-11","P0184","S038","C013732",3,13.63,0.0,40.89,23.99,16.9
"0RD00000964","2023-02-03","P0015","S026","C039954",1,12.67,0.0,12.67,7.75,4.92
"0RD00000965","2024-12-18","P0102","S075","C005399",5,6.42,0.0,32.1,16.99,15.11
"0RD00000966","2024-06-08","P0121","S035","C031103",4,6.98,0.0,27.92,14.68,13.24
"0RD00000967","2023-06-29","P0005","S046","C010532",3,8.92,0.2,21.41,14.49,6.92
"0RD00000968","2024-05-10","P0038","S028","C030833",5,7.8,0.0,39.0,25.46,13.54
"0RD00000969","2024-11-04","P0145","S014","C009313",1,4.64,0.0,4.64,2.83,1.81
"0RD00000970","2023-12-02","P0153","S079","C004518",3,8.69,0.0,26.07,17.89,8.18
"0RD00000971","2023-06-15","P0024","S038","C045840",5,5.77,0.0,28.85,19.94,8.91
"0RD00000972","2023-06-12","P0030","S098","C018184",1,3.48,0.0,3.48,1.9,1.58
"0RD00000973","2023-07-12","P0019","S084","C012669",2,6.7,0.1,12.06,7.62,4.44
"0RD00000974","2023-11-16","P0092","S070","C023609",1,10.92,0.15,9.28,5.04,4.24
"0RD00000975","2024-06-01","P0008","S059","C014894",2,6.8,0.0,13.6,7.83,5.77
"0RD00000976","2024-09-02","P0079","S002","C041855",3,6.9,0.0,20.7,13.68,7.02
"0RD00000977","2023-09-01","P0119","S034","C047897",3,8.88,0.0,26.64,14.01,12.63
"0RD00000978","2023-09-24","P0144","S019","C030673",5,13.69,0.1,61.61,31.34,30.26
"0RD00000979","2023-01-25","P0120","S069","C017048",3,13.45,0.2,32.28,21.2,11.08
"0RD00000980","2023-12-31","P0049","S097","C036714",1,9.07,0.0,9.07,4.69,4.38
"0RD00000981","2023-07-09","P0027","S042","C032098",1,5.92,0.0,5.92,3.13,2.79
"0RD00000982","2024-12-28","P0029","S026","C006686",2,7.99,0.15,13.58,7.18,6.41
"0RD00000983","2023-02-24","P0124","S054","C030663",3,4.78,0.15,12.19,7.34,4.85
"0RD00000984","2024-04-06","P0063","S020","C000445",2,7.45,0.0,14.9,8.27,6.63
"0RD00000985","2023-02-26","P0104","S024","C001779",1,10.25,0.1,9.22,5.91,3.31
"0RD00000986","2024-02-28","P0094","S058","C018767",1,5.16,0.0,5.16,2.88,2.28
"0RD00000987","2023-02-01","P0131","S054","C038652",1,9.91,0.0,9.91,5.65,4.26
"0RD00000988","2023-12-01","P0111","S052","C009997",2,11.67,0.0,23.34,14.01,9.33
"0RD00000989","2023-03-09","P0161","S100","C004796",1,9.71,0.0,9.71,5.94,3.77
"0RD00000990","2023-06-24","P0055","S066","C023714",4,7.13,0.0,28.52,15.66,12.86
"0RD00000991","2023-05-20","P0182","S001","C002991",3,11.48,0.0,34.44,21.16,13.28
"0RD00000992","2024-04-25","P0087","S015","C044495",3,6.53,0.1,17.63,12.06,5.58
"0RD00000993","2024-05-05","P0180","S050","C037694",5,7.9,0.15,33.57,22.39,11.19
"0RD00000994","2024-08-23","P0115","S076","C044299",4,6.7,0.2,21.44,12.32,9.12
"0RD00000995","2024-08-21","P0195","S093","C010588",4,9.94,0.2,31.81,22.1,9.71
"0RD00000996","2024-02-11","P0144","S024","C028892",3,13.49,0.0,40.47,26.08,14.39
"0RD00000997","2024-12-19","P0062","S033","C040528",1,3.91,0.15,3.32,2.04,1.28
"0RD00000998","2024-06-20","P0034","S034","C009721",2,12.55,0.1,22.59,12.79,9.8
"0RD00000999","2024-03-08","P0120","S039","C003172",4,3.89,0.15,13.23,8.01,5.21
"0RD00001000","2024-04-21","P0007","S068","C041463",4,5.77,0.2,18.46,9.56,8.9
"0RD00001001","2023-08-30","P0191","S030","C038676",3,14.5,0.0,43.5,27.88,15.62
"0RD00001002","2023-10-29","P0185","S075","C049265",3,7.89,0.0,23.67,13.01,10.66
"0RD00001003","2024-05-02","P0002","S099","C004233",3,10.34,0.0,31.02,17.97,13.05
"0RD00001004","2024-04-22","P0178","S070","C007257",2,7.69,0.0,15.38,8.36,7.02
"0RD00001005","2024-09-14","P0058","S065","C031467",2,8.33,0.2,13.33,7.06,6.27
"0RD00001006","2023-10-22","P0007","S039","C013529",4,6.37,0.1,22.93,12.53,10.4
"0RD00001007","2024-06-10","P0054","S009","C029772",3,14.4,0.0,43.2,23.91,19.29
"0RD00001008","2023-03-13","P0122","S011","C013718",3,4.42,0.2,10.61,6.72,3.88
"0RD00001009","2023-03-26","P0021","S023","C043653",3,14.58,0.0,43.74,24.09,19.65
"0RD00001010","2024-04-03","P0103","S008","C010163",1,12.48,0.0,12.48,6.75,5.73
"0RD00001011","2024-01-13","P0027","S031","C015530",4,13.47,0.0,53.88,27.98,25.9
"0RD00001012","2024-08-14","P0137","S091","C017769",5,7.09,0.2,28.36,18.38,9.98
"0RD00001013","2024-09-27","P0090","S068","C042120",5,11.74,0.0,58.7,38.06,20.64
"0RD00001014","2024-11-28","P0143","S008","C033496",3,10.4,0.0,31.2,17.37,13.83
"0RD00001015","2023-06-14","P0084","S046","C017056",1,12.49,0.2,9.99,6.94,3.05
"0RD00001016","2024-02-17","P0084","S039","C037792",5,10.89,0.0,54.45,28.61,25.84
"0RD00001017","2023-03-12","P0193","S075","C001088",3,4.91,0.1,13.26,7.11,6.15
"0RD00001018","2023-12-01","P0033","S035","C006875",3,4.79,0.0,14.37,8.64,5.73
"0RD00001019","2023-03-20","P0024","S047","C023621",5,4.84,0.0,24.2,12.8,11.4
"0RD00001020","2024-10-15","P0054","S079","C048888",2,12.89,0.2,20.62,12.26,8.37
"0RD00001021","2023-03-25","P0131","S020","C039256",1,11.81,0.15,10.04,6.3,3.74
"0RD00001022","2024-12-02","P0014","S090","C037084",2,9.6,0.15,16.32,11.38,4.94
"0RD00001023","2023-01-03","P0099","S030","C023381",3,11.75,0.2,28.2,17.48,10.72
"0RD00001024","2023-02-08","P0061","S008","C020461",3,6.18,0.15,15.76,10.93,4.83
"0RD00001025","2023-08-12","P0032","S042","C022907",3,11.26,0.0,33.78,19.78,14.0
"0RD00001026","2023-12-25","P0048","S012","C023925",3,4.4,0.0,13.2,8.34,4.86
"0RD00001027","2023-09-30","P0187","S037","C038876",2,9.42,0.0,18.84,10.44,8.4
"0RD00001028","2024-06-23","P0177","S043","C008629",5,7.15,0.1,32.18,21.66,10.52
"0RD00001029","2023-02-04","P0157","S073","C044694",5,11.72,0.2,46.88,24.34,22.54
"0RD00001030","2023-08-26","P0122","S016","C049352",2,4.0,0.0,8.0,5.28,2.72
"0RD00001031","2024-05-02","P0175","S057","C046546",4,4.32,0.0,17.28,9.51,7.77
"0RD00001032","2024-05-03","P0039","S048","C018327",1,12.9,0.0,12.9,7.4,5.5
"0RD00001033","2023-02-13","P0011","S088","C041949",3,4.47,0.0,13.41,7.05,6.36
"0RD00001034","2024-04-29","P0174","S045","C022675",3,12.84,0.0,38.52,20.82,17.7
"0RD00001035","2023-07-02","P0142","S003","C049404",4,4.03,0.15,13.7,8.45,5.25
"0RD00001036","2023-06-20","P0182","S097","C032076",5,8.02,0.1,36.09,24.47,11.62
"0RD00001037","2023-09-11","P0040","S066","C004190",2,13.88,0.0,27.76,15.12,12.64
"0RD00001038","2023-04-27","P0180","S085","C033340",1,13.11,0.0,13.11,7.43,5.68
"0RD00001039","2023-04-14","P0066","S042","C030921",4,6.88,0.15,23.39,11.85,11.55
"0RD00001040","2023-05-12","P0117","S037","C018143",1,14.49,0.0,14.49,7.35,7.14
"0RD00001041","2023-11-06","P0056","S060","C015613",4,12.66,0.1,45.58,28.0,17.58
"0RD00001042","2024-08-15","P0118","S010","C000113",4,8.33,0.0,33.32,20.91,12.41
"0RD00001043","2023-12-31","P0140","S053","C017439",4,9.15,0.0,36.6,24.78,11.82
"0RD00001044","2024-06-23","P0149","S067","C047937",4,11.05,0.1,39.78,22.58,17.2
"0RD00001045","2023-07-25","P0183","S050","C023631",2,5.89,0.15,10.01,6.1,3.91
"0RD00001046","2023-11-24","P0076","S005","C046032",3,7.35,0.0,22.05,12.38,9.67
"0RD00001047","2024-08-02","P0132","S091","C042129",1,6.0,0.0,6.0,3.52,2.48
"0RD00001048","2023-07-05","P0020","S058","C018181",1,13.78,0.0,13.78,6.99,6.79
"0RD00001049","2023-10-18","P0145","S046","C014088",4,8.69,0.0,34.76,21.12,13.64
"0RD00001050","2023-07-15","P0035","S078","C037269",2,7.86,0.2,12.58,7.01,5.57
"0RD00001051","2024-08-02","P0081","S014","C045567",3,13.3,0.0,39.9,23.32,16.58
"0RD00001052","2024-03-23","P0165","S048","C001695",5,9.08,0.15,38.59,20.69,17.9
"0RD00001053","2024-11-28","P0066","S029","C025057",3,4.18,0.2,10.03,5.75,4.28
"0RD00001054","2024-08-30","P0122","S095","C008191",2,5.66,0.1,10.19,6.75,3.44
"0RD00001055","2024-04-26","P0171","S015","C014536",4,4.62,0.15,15.71,10.35,5.36
"0RD00001056","2023-12-13","P0002","S078","C023364",3,12.05,0.0,36.15,21.4,14.75
"0RD00001057","2024-02-09","P0163","S078","C026942",2,12.68,0.15,21.56,13.17,8.39
"0RD00001058","2023-10-01","P0068","S015","C045611",2,9.22,0.0,18.44,9.77,8.67
"0RD00001059","2023-03-21","P0170","S031","C019114",1,13.67,0.0,13.67,7.03,6.64
"0RD00001060","2024-05-04","P0186","S047","C012482",5,8.54,0.0,42.7,26.07,16.63
"0RD00001061","2023-03-20","P0090","S009","C015473",1,5.27,0.0,5.27,3.31,1.96
"0RD00001062","2024-01-30","P0048","S072","C045436",4,7.75,0.0,31.0,19.85,11.15
"0RD00001063","2023-04-06","P0144","S084","C017637",2,9.54,0.2,15.26,9.38,5.89
"0RD00001064","2024-08-06","P0102","S064","C019101",5,10.97,0.0,54.85,37.78,17.07
"0RD00001065","2024-07-22","P0190","S039","C034018",1,11.77,0.1,10.59,7.29,3.3
"0RD00001066","2023-01-12","P0020","S074","C033865",5,12.63,0.0,63.15,43.54,19.61
"0RD00001067","2024-12-04","P0186","S094","C030249",4,4.6,0.0,18.4,12.78,5.62
"0RD00001068","2023-07-04","P0169","S052","C005695",1,8.76,0.0,8.76,5.18,3.58
"0RD00001069","2024-09-14","P0200","S045","C016704",1,12.43,0.2,9.94,5.62,4.32
"0RD00001070","2024-02-26","P0029","S009","C006451",3,3.84,0.0,11.52,6.12,5.4
"0RD00001071","2024-04-30","P0061","S066","C008686",4,14.8,0.0,59.2,35.59,23.61
"0RD00001072","2023-07-31","P0034","S050","C029662",2,8.03,0.0,16.06,9.48,6.58
"0RD00001073","2024-01-14","P0040","S081","C040297",4,4.13,0.1,14.87,10.39,4.48
"0RD00001074","2023-11-12","P0108","S036","C033174",1,12.83,0.15,10.91,6.67,4.23
"0RD00001075","2023-12-13","P0198","S083","C004961",1,3.2,0.0,3.2,2.03,1.17
"0RD00001076","2023-10-29","P0106","S086","C035512",2,4.27,0.2,6.83,4.22,2.61
"0RD00001077","2023-05-25","P0018","S038","C006296",2,12.7,0.0,25.4,15.34,10.06
"0RD00001078","2023-10-09","P0123","S078","C016076",1,10.35,0.15,8.8,5.44,3.36
"0RD00001079","2023-08-23","P0158","S050","C046949",2,6.34,0.2,10.14,6.15,4.0
"0RD00001080","2023-04-20","P0184","S005","C018606",2,4.9,0.0,9.8,5.67,4.13
"0RD00001081","2024-05-23","P0110","S072","C046935",1,6.96,0.15,5.92,3.21,2.7
"0RD00001082","2023-12-13","P0055","S091","C020838",4,3.58,0.0,14.32,8.05,6.27
"0RD00001083","2023-08-25","P0027","S046","C019704",1,6.9,0.1,6.21,4.32,1.89
"0RD00001084","2023-03-15","P0100","S047","C012772",4,13.8,0.0,55.2,32.81,22.39
"0RD00001085","2024-01-25","P0031","S077","C016004",2,9.22,0.0,18.44,11.72,6.72
"0RD00001086","2023-10-11","P0140","S030","C042267",2,13.95,0.0,27.9,18.63,9.27
"0RD00001087","2024-04-27","P0048","S091","C030492",1,6.59,0.15,5.6,2.86,2.74
"0RD00001088","2024-06-26","P0013","S015","C003988",5,7.49,0.0,37.45,24.91,12.54
"0RD00001089","2023-04-27","P0173","S018","C046939",4,13.58,0.2,43.46,29.11,14.35
"0RD00001090","2023-12-15","P0137","S078","C015025",4,11.71,0.0,46.84,28.57,18.27
"0RD00001091","2023-12-12","P0169","S083","C036505",2,8.46,0.0,16.92,8.89,8.03
"0RD00001092","2023-02-14","P0060","S052","C044092",1,14.52,0.1,13.07,9.08,3.99
"0RD00001093","2024-04-21","P0003","S035","C007816",4,3.02,0.15,10.27,6.73,3.54
"0RD00001094","2023-05-12","P0051","S014","C012865",1,11.81,0.0,11.81,7.37,4.44
"0RD00001095","2023-08-02","P0001","S083","C031753",2,14.53,0.1,26.15,14.32,11.83
"0RD00001096","2024-01-14","P0075","S005","C022702",1,14.49,0.15,12.32,7.79,4.52
"0RD00001097","2023-02-26","P0184","S001","C042923",3,12.82,0.0,38.46,19.52,18.94
"0RD00001098","2023-09-04","P0140","S030","C033737",2,6.2,0.0,12.4,7.25,5.15
"0RD00001099","2024-06-01","P0099","S006","C019038",3,11.02,0.1,29.75,17.23,12.53
"0RD00001100","2023-12-11","P0117","S073","C032540",5,6.23,0.0,31.15,20.96,10.19
"0RD00001101","2023-10-07","P0078","S058","C046294",3,3.96,0.0,11.88,8.17,3.71
"0RD00001102","2023-11-15","P0110","S022","C039247",3,9.1,0.2,21.84,11.24,10.6
"0RD00001103","2023-09-20","P0113","S024","C049153",4,14.65,0.0,58.6,32.49,26.11
"0RD00001104","2023-11-10","P0194","S092","C033617",2,6.79,0.15,11.54,6.66,4.88
"0RD00001105","2024-06-22","P0079","S021","C045644",2,5.8,0.0,11.6,7.94,3.66
"0RD00001106","2023-03-24","P0074","S077","C035268",2,11.18,0.0,22.36,11.84,10.52
"0RD00001107","2023-01-30","P0037","S032","C037394",2,3.84,0.2,6.14,3.53,2.62
"0RD00001108","2024-07-08","P0089","S087","C041436",4,6.81,0.2,21.79,12.42,9.37
"0RD00001109","2023-12-08","P0040","S080","C048722",4,5.01,0.0,20.04,13.59,6.45
"0RD00001110","2024-07-19","P0090","S085","C006267",2,9.91,0.0,19.82,9.92,9.9
"0RD00001111","2023-01-17","P0032","S010","C027438",2,3.28,0.15,5.58,3.48,2.1
"0RD00001112","2024-02-17","P0165","S044","C021036",2,10.79,0.0,21.58,11.56,10.02
"0RD00001113","2023-10-26","P0092","S071","C040428",4,4.38,0.0,17.52,10.03,7.49
"0RD00001114","2023-10-22","P0196","S098","C042585",1,3.22,0.0,3.22,1.84,1.38
"0RD00001115","2024-06-30","P0090","S093","C025184",3,7.84,0.1,21.17,14.3,6.86
"0RD00001116","2024-01-17","P0115","S020","C020466",2,6.74,0.0,13.48,9.14,4.34
"0RD00001117","2023-05-03","P0162","S019","C005704",2,3.29,0.0,6.58,4.45,2.13
"0RD00001118","2023-10-15","P0027","S092","C005654",2,14.97,0.0,29.94,17.39,12.55
"0RD00001119","2023-08-26","P0077","S070","C008128",4,13.22,0.1,47.59,32.78,14.81
"0RD00001120","2023-06-23","P0003","S051","C030244",3,7.75,0.2,18.6,11.64,6.96
"0RD00001121","2024-06-05","P0129","S025","C012180",4,8.92,0.0,35.68,20.27,15.41
"0RD00001122","2023-08-22","P0119","S030","C040575",5,8.23,0.0,41.15,23.91,17.24
"0RD00001123","2024-08-19","P0022","S023","C041836",2,3.1,0.0,6.2,3.14,3.06
"0RD00001124","2024-09-03","P0200","S090","C003449",4,5.12,0.2,16.38,10.26,6.13
"0RD00001125","2024-11-21","P0049","S059","C038562",3,5.81,0.0,17.43,9.77,7.66
"0RD00001126","2023-04-10","P0071","S026","C037457",4,13.39,0.15,45.53,27.29,18.24
"0RD00001127","2023-08-21","P0121","S013","C018253",3,5.95,0.1,16.07,8.22,7.84
"0RD00001128","2023-01-24","P0183","S058","C002664",5,9.9,0.2,39.6,20.27,19.33
"0RD00001129","2024-12-01","P0067","S007","C045918",3,9.71,0.0,29.13,16.73,12.4
"0RD00001130","2024-07-16","P0131","S068","C045921",1,10.99,0.2,8.79,4.73,4.06
"0RD00001131","2024-09-26","P0028","S066","C026655",3,11.85,0.0,35.55,23.7,11.85
"0RD00001132","2024-09-14","P0005","S052","C020151",2,5.04,0.2,8.06,5.25,2.81
"0RD00001133","2023-08-20","P0101","S099","C006921",4,7.6,0.2,24.32,13.95,10.37
"0RD00001134","2024-07-04","P0197","S036","C037068",5,9.45,0.0,47.25,25.43,21.82
"0RD00001135","2023-02-24","P0103","S007","C020901",3,6.92,0.0,20.76,13.55,7.21
"0RD00001136","2023-12-26","P0079","S013","C023049",2,8.56,0.15,14.55,8.66,5.89
"0RD00001137","2023-12-10","P0158","S068","C024167",2,8.12,0.0,16.24,10.16,6.08
"0RD00001138","2023-07-13","P0130","S023","C015025",5,9.07,0.15,38.55,25.33,13.21
"0RD00001139","2024-08-26","P0109","S042","C006421",1,7.65,0.0,7.65,4.75,2.9
"0RD00001140","2024-02-15","P0000","S015","C000641",1,4.28,0.0,4.28,2.26,2.02
"0RD00001141","2024-10-06","P0169","S092","C036752",2,10.02,0.0,20.04,13.43,6.61
"0RD00001142","2024-01-28","P0074","S055","C042306",2,7.64,0.0,15.28,7.88,7.4
"0RD00001143","2023-10-27","P0038","S034","C009220",1,13.29,0.1,11.96,6.08,5.88
"0RD00001144","2023-03-14","P0128","S005","C019471",4,14.98,0.15,50.93,25.75,25.18
"0RD00001145","2024-11-20","P0063","S076","C024000",2,5.71,0.2,9.14,5.57,3.57
"0RD00001146","2024-05-14","P0116","S004","C013755",2,12.74,0.2,20.38,12.12,8.27
"0RD00001147","2024-03-31","P0193","S064","C021914",1,4.32,0.0,4.32,2.21,2.11
"0RD00001148","2023-03-06","P0052","S059","C005611",4,12.27,0.0,49.08,29.95,19.13
"0RD00001149","2023-11-18","P0135","S081","C023723",1,4.96,0.0,4.96,2.77,2.19
"0RD00001150","2023-10-02","P0065","S099","C034485",3,3.62,0.0,10.86,5.44,5.42
"0RD00001151","2023-11-29","P0071","S088","C043169",3,10.62,0.0,31.86,17.78,14.08
"0RD00001152","2023-11-26","P0066","S089","C025062",1,13.62,0.0,13.62,8.12,5.5
"0RD00001153","2023-05-06","P0085","S091","C045580",4,7.87,0.0,31.48,18.04,13.44
"0RD00001154","2023-08-12","P0008","S089","C003822",3,13.74,0.0,41.22,22.26,18.96
"0RD00001155","2023-10-01","P0178","S030","C015657",1,4.22,0.0,4.22,2.91,1.31
"0RD00001156","2024-11-20","P0164","S091","C005507",2,11.46,0.0,22.92,13.74,9.18
"0RD00001157","2024-07-15","P0054","S043","C022537",3,11.28,0.0,33.84,23.63,10.21
"0RD00001158","2024-10-27","P0185","S072","C043851",2,10.62,0.1,19.12,13.29,5.82
"0RD00001159","2024-07-27","P0106","S018","C043891",2,9.84,0.0,19.68,11.99,7.69
"0RD00001160","2024-11-27","P0026","S048","C032301",2,3.55,0.0,7.1,4.61,2.49
"0RD00001161","2023-10-08","P0063","S065","C000557",5,13.54,0.0,67.7,36.76,30.94
"0RD00001162","2024-08-20","P0112","S009","C007921",4,14.24,0.2,45.57,29.85,15.72
"0RD00001163","2024-07-31","P0149","S061","C032910",1,9.85,0.0,9.85,5.74,4.11
"0RD00001164","2023-06-27","P0171","S007","C006984",5,12.66,0.0,63.3,33.92,29.38
"0RD00001165","2024-03-17","P0059","S005","C024053",4,7.11,0.0,28.44,18.08,10.36
"0RD00001166","2023-11-13","P0001","S094","C012644",3,4.38,0.0,13.14,6.7,6.44
"0RD00001167","2023-07-11","P0145","S055","C011869",4,9.54,0.2,30.53,19.17,11.36
"0RD00001168","2024-11-22","P0065","S054","C002358",2,14.37,0.0,28.74,18.68,10.06
"0RD00001169","2024-02-03","P0022","S049","C004476",5,4.24,0.0,21.2,11.04,10.16
"0RD00001170","2024-12-09","P0092","S009","C011664",2,10.42,0.0,20.84,11.74,9.1
"0RD00001171","2023-05-12","P0125","S022","C035086",2,8.09,0.2,12.94,7.22,5.72
"0RD00001172","2024-01-28","P0085","S056","C000746",3,3.67,0.0,11.01,6.72,4.29
"0RD00001173","2023-11-05","P0129","S081","C042577",4,4.65,0.0,18.6,9.97,8.63
"0RD00001174","2024-06-03","P0091","S007","C005538",3,6.06,0.0,18.18,9.88,8.3
"0RD00001175","2024-07-13","P0064","S047","C033521",1,6.58,0.1,5.92,3.69,2.23
"0RD00001176","2023-09-06","P0171","S031","C006652",3,4.54,0.0,13.62,8.13,5.49
"0RD00001177","2024-12-22","P0071","S081","C043201",2,12.35,0.0,24.7,16.78,7.92
"0RD00001178","2024-12-01","P0200","S010","C047202",3,7.73,0.1,20.87,13.96,6.91
"0RD00001179","2024-02-15","P0175","S051","C004547",5,4.97,0.0,24.85,14.71,10.14
"0RD00001180","2024-04-25","P0157","S035","C012228",1,14.32,0.1,12.89,7.83,5.06
"0RD00001181","2024-11-03","P0189","S065","C047716",1,12.72,0.1,11.45,6.17,5.28
"0RD00001182","2024-04-25","P0050","S026","C022076",2,10.89,0.0,21.78,13.1,8.68
"0RD00001183","2023-10-21","P0017","S036","C033367",5,3.62,0.0,18.1,9.25,8.85
"0RD00001184","2023-03-05","P0035","S050","C029141",1,9.72,0.0,9.72,5.5,4.22
"0RD00001185","2024-02-17","P0005","S083","C008931",2,7.29,0.0,14.58,7.52,7.06
"0RD00001186","2024-04-12","P0192","S093","C044130",4,8.33,0.1,29.99,16.96,13.03
"0RD00001187","2024-09-17","P0169","S100","C017655",1,9.41,0.15,8.0,5.15,2.85
