"customer_id","age","gender","loyalty_member","join_date"
"C002483",65,"Female",0,"2022-04-06"
"C002484",54,"Female",1,"2021-08-10"
"C002485",28,"Female",1,"2024-11-17"
"C002486",53,"Male",0,"2023-05-10"
"C002487",52,"Male",1,"2021-07-02"
"C002489",57,"Female",1,"2024-01-17"
"C002490",22,"Male",0,"2022-01-24"
"C002491",34,"Female",0,"2021-07-18"
"C002493",40,"Male",1,"2024-10-02"
"C002494",37,"Female",1,"2023-05-22"
"C002495",26,"Male",1,"2022-07-17"
"",27,"Female",0,"2025-01-08"
"C002498",51,"Male",0,"2021-07-10"
"C002502",22,"Female",0,"2024-05-23"
"C002503",59,"Male",0,"2021-04-25"
"C002504",33,"Female",1,"2024-12-22"
"C002506",48,"Male",1,"2021-06-23"
"C002508",70,"Female",0,"2025-09-14"
"",60,"Male",0,"2021-05-26"
"",35,"Male",0,"2025-02-27"
"C002511",31,"Female",1,"2021-09-21"
"C002512",64,"Female",1,"2022-10-31"
"C002513",46,"Female",0,"2024-04-07"
"C002514",59,"Male",1,"2021-05-24"
"C002516",30,"Female",1,"2025-10-25"
"C002517",59,"Female",1,"2023-01-11"
"C002520",32,"Female",0,"2021-08-24"
"C002522",66,"Male",1,"2022-03-10"
"C002523",27,"Male",0,"2024-07-11"
"C002525",35,"Female",1,"2022-06-01"
"C002526",39,"Male",0,"2022-12-18"
"C002527",33,"Male",0,"2021-09-25"
"C002528",21,"Female",1,"2025-11-19"
"C002529",49,"Female",0,"2025-04-12"
"C002530",39,"Male",0,"2025-12-04"
"C002531",27,"Female",1,"2024-11-12"
"C002532",25,"Female",0,"2023-06-01"
"C002533",39,"Female",0,"2024-08-27"
"C002534",55,"Male",1,"2022-09-25"
"C002535",34,"Male",1,"2024-03-21"
"C002537",42,"Female",0,"2025-02-21"
"C002538",38,"Male",1,"2023-10-26"
"C002540",64,"Male",1,"2026-02-01"
"C002541",63,"Female",1,"2024-09-30"
"C002542",29,"Female",0,"2021-04-11"
"C002543",46,"Female",0,"2022-09-27"
"C002544",65,"Female",1,"2026-01-18"
"C002545",49,"Female",1,"2024-11-28"
"C002547",37,"Female",1,"2021-05-30"
"C002548",31,"Female",1,"2024-09-18"
"C002549",54,"Male",0,"2021-07-31"
"C002551",31,"Female",0,"2025-05-01"
"C002552",24,"Male",1,"2026-01-13"
"C002554",57,"Female",0,"2022-06-09"
"C002555",69,"Female",0,"2024-12-09"
"C002556",64,"Female",1,"2024-02-16"
"C002557",64,"Male",0,"2022-05-28"
"C002558",19,"Male",0,"2024-07-24"
"C002559",34,"Female",0,"2022-12-14"
"C002560",35,"Male",1,"2022-02-26"
"C002564",18,"Male",0,"2023-04-09"
"C002565",62,"Male",1,"2025-08-02"
"C002566",40,"Female",0,"2023-09-27"
"C002567",34,"Female",0,"2024-01-31"
"C002568",63,"Female",1,"2025-06-29"
"C002569",34,"Female",1,"2025-11-16"
"C002570",29,"Male",1,"2025-06-11"
"C002574",30,"Male",0,"2021-06-14"
"",35,"Female",1,"2025-04-18"
"C002577",61,"Male",1,"2024-08-15"
"C002578",48,"Male",1,"2022-09-19"
"C002580",61,"Male",1,"2025-04-24"
"",43,"Female",1,"2026-03-01"
"C002582",23,"Female",1,"2023-09-22"
"C002584",25,"Male",1,"2026-01-02"
"C002585",29,"Female",1,"2025-09-05"
"C002587",69,"Male",1,"2025-06-04"
"C002588",64,"Male",1,"2022-08-10"
"C002589",31,"Female",1,"2023-09-09"
"",68,"Male",0,"2025-07-10"
"C002592",59,"Male",0,"2023-08-26"
"C002594",67,"Female",1,"2022-12-11"
"C002595",68,"Male",0,"2022-11-20"
"C002596",20,"Female",1,"2024-06-19"
"C002597",61,"Female",0,"2024-07-15"
"C002598",44,"Male",1,"2021-06-11"
"C002600",29,"Male",0,"2021-03-08"
"C002601",50,"Male",0,"2023-01-21"
"C002602",35,"Male",1,"2021-09-29"
"C002603",26,"Male",0,"2025-09-12"
"C002604",26,"Female",0,"2022-12-04"
"C002606",36,"Male",1,"2021-12-19"
"C002607",32,"Female",0,"2024-06-01"
"",58,"Male",1,"2024-05-31"
"C002609",52,"Male",1,"2023-08-12"
"C002611",24,"Female",1,"2025-09-14"
"C002612",32,"Female",0,"2024-06-11"
"C002613",36,"Female",0,"2022-02-09"
"C002615",23,"Male",0,"2024-10-21"
"C002616",20,"Female",1,"2022-02-21"
"",51,"Male",1,"2021-04-22"
"C002618",24,"Male",1,"2025-01-07"
"C002620",63,"Female",1,"2021-04-07"
"C002621",52,"Male",1,"2021-08-07"
"C002623",31,"Female",1,"2022-09-05"
"C002624",53,"Female",1,"2025-09-29"
"C002625",58,"Female",1,"2023-01-23"
"C002626",62,"Male",1,"2021-09-29"
"C002627",25,"",1,"2023-02-14"
"C002628",50,"Male",0,"2022-10-27"
"C002630",36,"Female",0,"2025-04-22"
"C002632",49,"Male",1,"2026-01-09"
"C002633",70,"Male",1,"2021-12-12"
"C002634",39,"Male",0,"2023-09-22"
"C002635",19,"Male",0,"2025-12-26"
"C002636",53,"Female",1,"2022-07-20"
"",23,"Male",0,"2024-11-06"
"C002638",44,"Male",1,"2022-07-30"
"C002639",30,"Male",1,"2023-01-17"
"C002640",48,"Male",0,"2025-01-15"
"C002641",43,"Male",0,"2024-12-07"
"C002642",53,"Female",0,"2021-10-13"
"C002643",41,"Female",0,"2025-08-01"
"C002644",21,"Male",1,"2023-01-08"
"C002645",26,"Female",0,"2024-04-11"
"C002646",53,"Male",0,"2023-06-04"
"C002647",69,"Female",1,""
"C002648",48,"Male",0,"2021-04-27"
"",19,"Female",1,"2026-01-09"
"C002650",28,"Female",1,"2022-07-22"
"C002651",70,"Female",0,"2022-12-01"
"C002653",24,"Male",1,"2023-02-18"
"C002654",68,"Female",1,"2023-10-20"
"C002655",39,"Male",1,"2025-05-24"
"C002658",30,"Male",1,"2023-05-16"
"C002660",41,"Female",1,"2023-10-14"
"C002661",32,"Male",1,"2025-03-11"
"C002663",30,"Female",1,"2021-06-25"
"C002664",69,"Male",1,"2024-09-12"
"C002665",66,"Male",1,"2022-11-19"
"C002666",22,"Female",0,"2025-07-27"
"C002667",58,"Male",0,"2022-09-22"
"C002668",18,"Female",0,"2025-07-23"
"C002669",23,"Female",1,"2025-07-01"
"C002670",39,"Male",0,"2021-06-29"
"C002671",22,"Male",1,"2024-06-15"
"C002672",53,"Female",0,"2021-10-29"
"C002673",52,"Male",0,"2022-01-26"
"C002674",51,"Female",0,"2022-09-28"
"",37,"Male",1,"2023-09-01"
"C002676",42,"Female",1,"2022-11-28"
"C002677",67,"Female",1,"2022-09-20"
"",24,"Male",0,"2021-10-16"
"C002679",33,"Male",0,"2025-07-17"
"C002680",34,"Female",1,"2023-08-11"
"C002681",19,"Female",0,"2025-12-27"
"",68,"Male",0,"2023-11-22"
"C002683",37,"Female",1,"2022-02-13"
"C002684",30,"Male",0,"2022-05-02"
"C002685",22,"Female",1,"2022-12-19"
"C002686",19,"Female",1,"2024-09-14"
"C002688",20,"Female",1,"2026-01-05"
"C002689",36,"Male",1,"2022-07-07"
"C002691",46,"Male",1,"2024-09-16"
"C002693",54,"Female",0,"2024-06-18"
"C002694",33,"Male",0,"2024-11-15"
"C002695",22,"Male",0,"2022-02-17"
"C002696",48,"Male",1,"2024-07-03"
"",53,"Male",1,"2025-08-13"
"C002699",46,"Male",0,"2024-05-30"
"C002700",19,"Male",1,"2022-07-14"
"C002702",68,"Female",1,"2021-09-11"
"C002703",38,"Female",1,"2026-01-13"
"C002705",25,"Female",1,"2025-12-28"
"C002706",40,"Male",0,"2021-11-09"
"C002708",24,"Male",0,"2024-12-13"
"C002709",32,"Female",0,"2022-01-10"
"C002711",26,"Female",1,"2023-10-04"
"C002712",33,"Male",0,"2026-03-01"
"C002713",30,"Male",0,"2021-10-11"
"C002714",60,"Female",1,"2023-06-29"
"C002716",51,"Male",0,"2023-04-12"
"C002717",35,"Male",1,"2021-09-05"
"C002718",52,"Male",1,"2023-08-16"
"C002720",19,"Male",1,"2026-01-12"
"C002721",55,"Male",0,"2023-05-06"
"",53,"Male",0,"2022-02-02"
"C002724",39,"Male",1,"2022-11-21"
"C002725",61,"Female",1,"2022-08-18"
"C002727",41,"Male",1,"2021-11-14"
"C002728",49,"Male",0,"2022-10-04"
"C002729",45,"Female",0,"2023-06-25"
"C002730",28,"Male",1,"2025-08-17"
"C002732",50,"Male",0,"2025-10-24"
"C002733",37,"Female",1,"2024-10-20"
"C002735",36,"Female",1,"2022-11-07"
"C002736",49,"Female",0,"2023-04-16"
"C002739",27,"Female",1,"2025-02-08"
"C002740",56,"Male",1,"2025-11-03"
"C002742",35,"Female",0,"2024-10-20"
"C002743",34,"Female",1,"2024-08-15"
"",24,"Female",0,"2021-12-28"
"C002745",60,"Female",0,"2024-09-05"
"C002746",45,"Male",0,"2025-02-05"
"C002747",19,"Male",0,"2021-12-06"
"C002748",55,"Male",1,"2021-03-09"
"C002749",18,"Female",0,"2025-03-23"
"C002750",29,"Female",1,"2023-08-30"
"C002753",44,"Male",1,"2025-10-10"
"",22,"Female",1,"2023-07-30"
"C002755",34,"Female",1,"2024-05-02"
"C002756",37,"Female",1,"2021-12-23"
"C002757",41,"Female",0,"2023-02-24"
"C002760",47,"Female",0,"2021-07-23"
"C002761",44,"Male",0,"2023-04-20"
"C002763",18,"Male",1,"2024-03-23"
"C002764",22,"Male",0,"2023-09-19"
"",23,"Male",0,"2021-06-16"
"C002766",21,"Female",1,"2024-08-07"
"C002768",44,"Female",1,"2024-07-22"
"C002769",57,"Female",0,"2022-01-17"
"C002770",70,"Female",1,"2024-04-29"
"C002771",70,"Male",0,"2023-07-29"
"C002772",64,"Male",1,"2024-11-21"
"C002773",43,"Male",0,"2022-02-17"
"C002774",21,"Female",0,"2022-03-31"
"C002775",44,"Male",1,"2022-09-06"
"C002776",33,"Male",1,"2025-12-27"
"",42,"Female",0,"2025-01-24"
"C002778",25,"Male",0,"2022-10-05"
"C002779",40,"Male",1,"2023-04-16"
"C002780",56,"Female",1,"2024-05-20"
"C002781",31,"Female",1,"2025-08-19"
"C002782",61,"Male",0,"2024-04-22"
"C002783",26,"Female",1,"2025-11-27"
"C002784",28,"Female",0,"2023-04-30"
"C002786",68,"Male",0,"2025-04-18"
"C002787",25,"Male",1,"2021-12-11"
"C002789",41,"Male",0,"2023-01-01"
"C002791",57,"Male",1,"2024-05-12"
"C002793",58,"Female",0,"2021-03-06"
"C002795",23,"Male",0,"2022-03-13"
"C002796",64,"Female",1,"2022-03-03"
"C002798",33,"Female",1,"2024-08-18"
"C002799",31,"Male",1,"2024-05-23"
"C002801",31,"Male",1,"2022-10-30"
"C002802",59,"Female",1,"2021-04-06"
"C002803",28,"Female",0,"2024-04-07"
"C002804",42,"Male",1,"2025-01-05"
"C002806",46,"Male",0,"2021-11-27"
"C002807",70,"Female",1,"2022-11-25"
"C002808",46,"Male",1,"2026-02-06"
"C002809",67,"Male",1,"2022-01-19"
"",65,"Female",1,"2021-05-05"
"C002811",60,"Male",1,"2022-12-30"
"C002812",62,"Male",0,"2022-04-01"
"C002813",51,"Female",0,"2021-09-04"
"C002815",65,"Female",1,"2022-01-19"
"C002818",18,"Female",1,"2025-05-07"
"C002819",61,"Female",1,"2021-10-01"
"C002820",27,"Female",0,"2022-05-03"
"",60,"Female",1,"2022-04-06"
"C002822",29,"Male",0,"2025-03-07"
"C002823",31,"Male",1,"2024-01-23"
"C002825",31,"Male",1,"2022-04-10"
"C002828",65,"Male",0,"2024-04-16"
"C002829",62,"Male",1,"2022-01-06"
"C002830",18,"Female",0,"2024-02-21"
"C002831",24,"Female",1,"2025-07-21"
"",28,"Male",0,"2023-11-10"
"C002833",20,"Male",1,"2025-01-23"
"C002834",56,"Male",1,"2021-06-25"
"",21,"Female",0,"2021-11-03"
"C002836",67,"Female",1,"2021-10-18"
"C002837",37,"Female",0,"2021-11-15"
"C002839",46,"Male",1,"2023-05-07"
"C002841",67,"Female",0,"2024-05-05"
"C002842",31,"Male",1,"2024-03-08"
"C002844",30,"Female",0,"2025-10-23"
"C002845",60,"Male",1,"2023-03-15"
"",46,"Female",0,"2021-04-06"
"C002847",40,"Female",0,"2021-10-13"
"C002848",48,"Female",1,"2024-09-20"
"C002852",61,"Female",0,"2024-08-18"
"C002853",23,"Male",1,"2025-09-16"
"C002854",30,"Female",1,"2023-09-05"
"",24,"Male",1,"2022-10-09"
"C002857",28,"Female",0,"2021-06-10"
"C002859",18,"Male",0,"2022-03-05"
"C002860",45,"Male",0,"2025-06-05"
"C002862",55,"Female",1,"2022-05-16"
"C002864",45,"Female",1,"2021-03-21"
"C002865",26,"Male",1,"2024-06-24"
"C002867",56,"Male",1,"2022-05-28"
"C002868",32,"Female",0,"2024-10-21"
"C002869",60,"Female",1,"2022-09-23"
"C002870",61,"Female",0,"2025-02-20"
"C002871",38,"Male",0,"2023-10-06"
"C002872",62,"Female",0,"2023-01-15"
"",19,"Male",1,"2024-07-04"
"C002875",69,"Female",0,"2023-11-26"
"C002876",19,"Female",0,"2025-05-19"
"C002877",32,"Male",0,"2025-04-18"
"C002878",41,"Female",0,""
"C002879",59,"Female",0,"2023-03-04"
"C002884",33,"Male",0,"2024-11-09"
"C002885",66,"Male",1,"2023-04-01"
"C002886",61,"Female",0,"2021-12-05"
"C002889",38,"Female",1,"2024-04-12"
"C002893",45,"Male",0,"2023-05-22"
"C002894",70,"Female",0,"2025-01-30"
"C002895",23,"",0,"2021-03-21"
"C002896",22,"Female",0,"2023-08-25"
"C002897",55,"Female",0,"2025-09-27"
"C002898",47,"Female",0,"2024-03-11"
"C002899",64,"Male",0,"2023-05-05"
"C002900",53,"Male",0,"2025-08-16"
"C002901",39,"Female",0,"2024-01-15"
"C002903",58,"Male",1,"2023-12-23"
"C002904",35,"Male",0,"2023-06-12"
"C002905",24,"Female",0,"2024-10-11"
"C002906",31,"Male",1,"2025-11-13"
"C002907",53,"Female",1,"2023-12-09"
"C002908",43,"Male",0,"2023-01-02"
"",27,"Male",1,"2023-02-01"
"C002911",44,"Female",0,"2023-04-21"
"C002912",44,"Female",1,"2023-12-14"
"C002913",64,"Female",0,"2021-07-04"
"C002914",25,"Male",0,"2026-02-13"
"C002915",19,"Male",0,"2025-07-08"
"C002916",46,"Female",0,"2022-10-17"
"C002917",44,"Male",0,"2025-12-23"
"C002919",29,"Female",0,"2025-11-28"
"C002920",48,"Female",0,"2024-10-11"
"C002922",33,"Male",1,"2025-01-02"
"C002924",53,"Female",0,"2026-02-21"
"C002925",61,"Female",0,"2022-06-21"
"C002926",48,"Female",1,"2024-02-14"
"C002929",64,"Male",0,"2025-01-16"
"C002930",50,"Female",1,"2023-07-27"
"",38,"Female",0,"2023-02-11"
"C002933",40,"Female",0,"2026-02-01"
"C002936",54,"Male",0,"2024-08-05"
"C002937",51,"Female",1,"2022-09-27"
"C002938",57,"Female",0,"2025-08-02"
"C002940",38,"Female",0,"2024-04-02"
"",69,"Male",0,"2025-06-29"
"C002942",18,"Male",1,"2022-12-09"
"C002943",68,"Female",0,"2021-07-16"
"C002947",31,"Male",1,"2021-12-10"
"C002949",22,"Female",0,"2025-01-13"
"C002950",37,"Female",0,"2023-01-14"
"C002953",23,"Male",1,"2022-09-18"
"",58,"Female",0,"2024-11-05"
"C002955",34,"Male",1,"2024-12-01"
"C002956",40,"Female",1,"2023-09-21"
"C002957",68,"Female",1,"2021-06-06"
"C002958",56,"Male",0,"2024-12-05"
"C002959",69,"Female",1,"2021-10-13"
"C002960",65,"Female",0,"2023-11-19"
"C002961",69,"Female",1,"2025-11-11"
"C002962",19,"Female",1,"2025-04-11"
"C002965",51,"",1,""
"C002966",34,"Male",0,"2025-08-13"
"C002967",40,"Male",0,"2021-10-31"
"C002969",38,"Female",0,"2022-10-13"
"C002970",39,"Female",1,"2022-06-24"
"C002971",22,"Male",0,"2025-09-30"
"C002973",48,"Female",1,"2025-12-17"
"C002974",64,"Male",0,"2026-02-07"
"C002978",57,"Male",1,"2021-05-05"
"C002979",25,"Male",1,"2025-09-19"
"C002981",24,"Male",1,"2025-10-08"
"",68,"Female",0,"2026-01-10"
"C002983",50,"Male",0,"2025-02-04"
"C002984",54,"Female",0,"2021-09-12"
"C002985",18,"Male",1,"2022-10-16"
"C002986",41,"Male",0,"2023-05-07"
"C002987",62,"Male",0,"2026-01-11"
"C002989",26,"Female",1,"2021-10-25"
"C002990",45,"Male",0,"2024-11-19"
"C002992",23,"Female",1,"2026-02-11"
"C002993",20,"Female",1,"2024-12-12"
"C002994",59,"Female",1,"2021-07-18"
"C002996",66,"Female",0,"2025-12-02"
"C002997",51,"Male",1,"2023-03-02"
"C002998",50,"Female",0,"2024-06-08"
"C002999",26,"Male",0,"2024-09-04"
"",54,"Female",0,"2025-12-22"
"C003002",56,"Male",1,"2025-10-30"
"C003004",40,"Male",1,"2022-05-15"
"C003006",21,"Female",0,"2022-06-20"
"C003007",54,"Female",1,"2023-09-27"
"C003008",63,"Male",1,"2024-06-07"
"C003011",21,"Female",0,"2026-01-15"
"C003013",41,"Male",0,"2022-11-17"
"C003014",41,"Male",0,"2021-05-18"
"C003017",43,"Male",1,"2023-12-16"
"C003018",68,"Female",1,"2025-04-11"
"C003019",70,"Male",0,"2024-01-15"
"C003021",26,"Male",1,"2021-03-27"
"C003022",41,"Female",0,"2023-06-07"
"C003023",23,"Female",0,"2022-03-26"
"C003024",67,"Male",0,"2021-10-15"
"C003026",43,"Male",0,"2025-10-03"
"C003028",18,"Female",1,"2022-11-29"
"C003029",60,"Female",0,"2021-03-23"
"C003030",54,"Female",0,"2024-02-09"
"",56,"Female",1,"2024-12-25"
"",32,"Male",0,"2021-06-11"
"C003033",25,"Female",1,"2022-03-16"
"C003034",55,"Female",1,"2021-08-10"
"C003035",63,"Female",1,"2022-12-01"
"C003037",36,"Female",0,"2025-05-15"
"C003039",53,"Male",1,"2024-03-24"
"C003040",42,"Female",0,"2021-11-26"
"C003041",39,"Female",0,"2021-07-27"
"C003043",60,"Female",0,"2025-01-24"
"C003044",64,"Female",0,"2025-05-18"
"",66,"Male",0,"2021-09-10"
"C003046",23,"Female",0,"2022-06-18"
"C003047",59,"Male",0,"2025-04-01"
"C003048",70,"Male",1,"2023-06-24"
"C003049",27,"Male",1,"2023-12-04"
"C003050",38,"Male",0,"2021-04-28"
"",21,"Female",1,"2024-10-25"
"C003053",23,"Male",0,"2022-01-12"
"",27,"Female",0,"2022-12-24"
"C003055",41,"Male",0,"2024-03-29"
"C003056",46,"Female",1,"2025-12-12"
"C003057",49,"Male",1,"2023-04-23"
"C003058",18,"Male",0,"2022-08-15"
"C003059",57,"Male",1,"2024-10-09"
"C003060",31,"Male",0,"2025-12-28"
"C003062",56,"Female",0,"2024-10-06"
"C003064",56,"Female",0,"2025-12-31"
"C003065",45,"Female",1,"2024-08-20"
"C003067",43,"Male",1,"2024-11-03"
"",27,"Male",1,"2025-05-01"
"C003069",35,"Male",0,"2023-07-13"
"C003071",50,"Female",1,"2021-08-09"
"C003073",24,"Male",0,"2025-11-24"
"C003075",53,"Male",1,"2024-05-19"
"C003076",56,"Female",1,"2024-05-10"
"C003077",46,"Male",0,"2023-12-23"
"C003079",35,"Female",0,"2025-09-03"
"C003080",63,"Female",1,"2023-07-15"
"C003081",20,"Female",1,"2025-06-19"
"C003083",60,"Male",1,""
"C003084",54,"Female",1,"2022-09-26"
"C003086",39,"Female",1,"2024-09-11"
"C003088",23,"Male",1,"2024-10-26"
"C003089",66,"Male",0,"2023-07-05"
"C003091",46,"Female",0,"2025-08-15"
"C003092",41,"Male",1,"2023-03-11"
"C003093",67,"Male",0,"2021-10-10"
"C003094",32,"Male",1,"2023-06-06"
"",24,"Male",0,"2023-06-17"
"C003098",69,"Male",1,"2025-08-15"
"C003099",59,"Female",0,"2023-05-07"
"C003100",47,"Male",0,"2022-05-31"
"C003101",44,"Male",0,"2024-07-26"
"C003102",46,"Female",0,"2024-05-13"
"C003103",27,"Male",1,"2023-07-22"
"C003104",70,"Male",0,"2025-01-31"
"",35,"Male",1,"2026-02-25"
"C003106",40,"Male",0,"2024-08-26"
"C003108",21,"Female",0,"2021-10-30"
"C003110",68,"Female",1,"2025-03-14"
"C003112",54,"Male",1,"2024-03-24"
"C003114",32,"Male",1,"2021-09-26"
"C003115",35,"Male",0,"2022-05-21"
"C003116",49,"Female",1,"2024-06-06"
"C003118",33,"Male",0,"2022-10-29"
"C003119",37,"Male",0,"2022-03-25"
"C003121",70,"Female",0,"2021-07-07"
"C003123",52,"Female",1,"2025-11-26"
"C003124",32,"Male",1,"2025-12-12"
"C003126",54,"Female",0,"2026-01-06"
"C003127",30,"Female",1,"2025-08-16"
"C003128",61,"Female",1,"2022-06-14"
"C003129",25,"Male",1,"2021-05-07"
"C003130",50,"Female",0,"2023-04-07"
"",42,"Female",0,"2025-12-25"
"C003132",34,"Male",1,"2025-06-14"
"C003134",34,"Male",1,"2023-11-08"
"C003135",50,"Female",0,"2025-09-16"
"C003136",60,"Male",0,"2022-07-17"
"C003138",70,"Male",1,"2021-12-02"
"C003139",24,"Female",0,"2023-12-18"
"C003140",18,"Female",0,"2022-08-04"
"C003141",33,"Male",1,"2025-01-19"
"C003142",29,"Male",1,"2021-10-22"
"C003143",25,"Female",0,"2022-05-11"
"C003144",46,"Female",1,"2021-12-25"
"C003145",45,"Male",1,"2025-04-09"
"C003146",42,"Female",0,"2021-05-28"
"C003147",50,"Male",1,"2021-07-12"
"C003148",58,"Male",0,"2022-10-01"
"C003149",46,"Female",0,"2025-06-29"
"C003150",49,"Female",1,"2022-04-29"
"C003151",38,"Male",1,"2022-08-14"
"C003153",22,"Male",1,"2023-12-04"
"C003155",18,"Male",1,"2025-11-28"
"C003156",58,"Female",0,"2021-10-26"
"C003157",30,"Female",0,"2024-02-25"
"C003158",55,"Female",1,"2022-12-22"
"C003159",70,"Male",0,"2024-12-08"
"C003160",45,"Male",1,"2021-11-12"
"C003161",54,"Female",0,"2022-11-11"
"C003162",62,"Female",0,"2022-11-07"
"C003165",24,"Female",0,"2023-05-03"
"C003166",23,"Female",0,"2024-10-05"
"C003169",31,"Female",1,"2025-04-22"
"C003170",64,"Female",0,"2024-03-22"
"C003171",22,"Male",0,"2025-01-07"
"C003173",56,"Male",1,"2025-03-13"
"C003174",44,"Female",0,"2022-06-01"
"C003175",70,"Male",0,"2025-06-11"
"C003176",48,"Male",1,"2023-08-29"
"C003178",20,"Female",1,"2021-11-23"
"C003179",54,"Female",0,"2024-05-30"
"C003180",47,"Female",1,"2023-11-07"
"C003181",48,"Male",1,"2021-05-27"
"C003182",57,"Male",0,"2025-03-19"
"C003183",34,"Male",1,"2023-07-01"
"C003184",68,"Male",1,"2025-01-31"
"C003185",33,"Male",0,"2022-03-24"
"C003186",30,"Female",0,"2022-01-14"
"C003187",48,"Male",0,"2023-01-26"
"C003188",38,"Female",0,"2023-05-30"
"C003189",49,"Female",1,"2025-05-18"
"C003190",19,"Male",0,"2025-02-17"
"C003191",38,"Male",1,"2022-09-01"
"C003192",68,"Female",0,"2024-12-21"
"C003193",24,"Female",0,"2025-06-19"
"C003194",21,"Female",0,"2024-06-29"
"C003195",38,"Male",1,"2025-10-18"
"C003196",32,"Male",1,"2022-02-06"
"",29,"Male",0,"2025-12-16"
"C003198",70,"Female",0,"2022-01-30"
"C003200",48,"Female",1,"2022-01-19"
"C003202",60,"Male",1,"2022-12-30"
"C003204",52,"Female",1,"2024-03-02"
"C003205",36,"Male",0,"2021-06-14"
"",64,"Male",0,"2022-10-10"
"C003208",42,"Male",0,"2025-06-07"
"C003210",37,"Female",0,"2023-12-21"
"C003211",63,"Female",0,"2023-02-03"
"C003212",70,"Female",1,"2025-07-16"
"C003213",49,"Male",1,"2021-04-03"
"C003214",70,"Female",1,"2022-09-08"
"C003215",44,"Male",1,"2021-06-30"
"C003216",64,"Female",1,"2024-08-11"
"C003218",22,"Female",0,"2022-07-27"
"C003220",32,"Female",1,"2025-03-13"
"C003221",61,"Female",1,"2022-03-20"
"C003223",46,"Female",0,"2022-02-19"
"C003224",65,"Female",1,"2024-03-25"
"C003225",40,"Male",0,"2025-06-25"
"",56,"Female",1,"2024-11-18"
"C003227",30,"Female",0,"2026-03-01"
"C003228",46,"Female",1,"2024-03-05"
"C003230",57,"Male",0,"2022-02-27"
"",63,"Male",1,"2022-12-08"
"C003233",26,"Female",0,"2021-06-09"
"",40,"Male",1,"2021-04-14"
"C003235",21,"Male",1,"2023-07-10"
"C003236",43,"Male",1,"2024-01-01"
"C003238",53,"Male",0,"2023-11-02"
"C003239",42,"Male",1,"2022-04-09"
"C003240",46,"Male",1,"2024-05-06"
"C003241",30,"Female",1,"2023-02-10"
"C003242",21,"Male",0,"2024-05-12"
"C003243",70,"Female",0,"2025-09-01"
"C003244",40,"Female",1,"2021-08-16"
"C003245",64,"Male",0,"2025-08-04"
"C003246",64,"Male",1,"2021-09-09"
"C003247",35,"Male",0,"2023-06-22"
"C003249",43,"Female",0,"2021-03-18"
"C003250",27,"Female",1,"2025-10-13"
"C003252",70,"Male",1,"2026-02-23"
"C003253",20,"Male",1,"2023-01-03"
"C003254",49,"Female",1,"2022-03-05"
"C003256",23,"Female",1,"2022-09-25"
"C003257",52,"Male",1,"2022-06-05"
"C003259",24,"Male",0,"2021-04-22"
"C003260",39,"Female",1,"2024-12-05"
"C003261",29,"Female",0,"2022-05-04"
"C003263",35,"Female",0,"2025-09-16"
"C003265",65,"Female",1,"2025-07-14"
"C003266",24,"Male",0,"2023-06-19"
"C003268",38,"Female",0,"2022-07-28"
"",49,"Female",0,"2024-01-29"
"C003271",19,"Male",1,"2024-01-28"
"C003272",23,"Female",0,"2022-12-24"
"C003273",24,"Female",1,"2025-08-08"
"C003275",69,"Male",0,"2023-08-15"
"C003276",26,"Male",0,"2021-03-09"
"C003277",55,"Female",0,"2025-12-12"
"C003280",48,"Female",1,"2024-06-09"
"C003282",48,"Male",0,"2024-02-14"
"C003283",20,"Male",0,"2021-09-10"
"C003284",63,"Female",1,"2024-09-27"
"C003286",19,"Male",0,"2022-06-05"
"C003287",66,"Male",0,"2025-10-11"
"C003288",20,"Female",1,"2023-11-27"
"C003290",52,"Female",0,"2022-05-21"
"C003292",52,"Male",0,"2021-10-03"
"C003293",61,"Male",0,"2022-04-29"
"C003298",20,"Male",1,"2021-04-07"
"",46,"Female",0,"2024-03-03"
"C003300",46,"Female",0,"2023-01-28"
"",51,"Female",1,"2024-05-21"
"C003302",57,"Female",1,"2022-03-05"
"C003306",39,"Male",0,"2021-11-04"
"C003307",22,"Female",1,"2022-10-19"
"C003309",22,"Female",0,"2024-06-03"
"C003310",36,"Female",1,"2025-04-04"
"C003313",34,"Female",0,"2022-04-26"
"C003314",24,"Female",0,"2022-12-19"
"",44,"Female",1,"2022-08-07"
"C003317",21,"Female",1,"2021-09-24"
"C003318",19,"Female",1,"2021-04-18"
"C003320",70,"Male",1,"2024-08-19"
"C003321",38,"Male",1,"2022-03-24"
"C003323",62,"Female",1,"2024-02-21"
"C003325",21,"Male",0,"2025-05-09"
"C003326",48,"Female",0,"2026-02-14"
"C003327",31,"Male",1,"2021-06-29"
"C003328",47,"Female",1,"2022-06-01"
"C003329",51,"Male",1,"2023-07-07"
"C003330",26,"Male",1,"2023-01-20"
"C003331",59,"Male",0,"2025-09-06"
"C003333",59,"Female",1,"2023-01-04"
"C003334",62,"Male",0,"2023-04-06"
"C003335",45,"Female",1,"2025-05-15"
"C003336",55,"Male",1,"2024-10-16"
"C003338",31,"Male",0,"2022-04-06"
"C003339",29,"Female",0,"2023-05-23"
"C003340",39,"Male",0,"2021-05-19"
"",41,"Female",0,"2024-06-07"
"",53,"Female",0,"2025-04-05"
